Time (ms),Soma Voltage (mV)
310.3499999998547,-70.35596379150017
310.37499999985465,-70.35591924356977
310.39999999985463,-70.35587473520049
310.4249999998546,-70.35583026637413
310.4499999998546,-70.35578583707246
310.47499999985456,-70.3557414472773
310.49999999985454,-70.3556970969704
310.5249999998545,-70.35565278613356
310.5499999998545,-70.35560851474855
310.57499999985447,-70.35556428279716
310.59999999985445,-70.35552009026115
310.6249999998544,-70.3554759371223
310.6499999998544,-70.35543182336238
310.6749999998544,-70.35538774896314
310.69999999985436,-70.35534371390635
310.72499999985433,-70.35529971817377
310.7499999998543,-70.35525576174716
310.7749999998543,-70.35521184460826
310.79999999985426,-70.35516796673883
310.82499999985424,-70.35512412812062
310.8499999998542,-70.35508032873537
310.8749999998542,-70.35503656856481
310.8999999998542,-70.35499284759071
310.92499999985415,-70.35494916579478
310.9499999998541,-70.35490552315876
310.9749999998541,-70.35486191966439
310.9999999998541,-70.35481835529339
311.02499999985406,-70.35477483002748
311.04999999985404,-70.3547313438484
311.074999999854,-70.35468789673786
311.099999999854,-70.35464448867756
311.12499999985397,-70.35460111964925
311.14999999985395,-70.35455778963461
311.1749999998539,-70.35451449861537
311.1999999998539,-70.35447124657324
311.2249999998539,-70.35442803348991
311.24999999985386,-70.35438485934708
311.27499999985383,-70.35434172412644
311.2999999998538,-70.35429862780971
311.3249999998538,-70.35425557037857
311.34999999985376,-70.3542125518147
311.37499999985374,-70.3541695720998
311.3999999998537,-70.35412663121556
311.4249999998537,-70.35408372914365
311.4499999998537,-70.35404086586577
311.47499999985365,-70.35399804136358
311.4999999998536,-70.35395525561876
311.5249999998536,-70.35391250861296
311.5499999998536,-70.35386980032789
311.57499999985356,-70.35382713074519
311.59999999985354,-70.35378449984653
311.6249999998535,-70.35374190761357
311.6499999998535,-70.35369935402797
311.67499999985347,-70.35365683907138
311.69999999985345,-70.35361436272547
311.7249999998534,-70.35357192497187
311.7499999998534,-70.35352952579225
311.7749999998534,-70.35348716516825
311.79999999985336,-70.3534448430815
311.82499999985333,-70.35340255951365
311.8499999998533,-70.35336031444635
311.8749999998533,-70.35331810786121
311.89999999985326,-70.35327593973989
311.92499999985324,-70.35323381006401
311.9499999998532,-70.3531917188152
311.9749999998532,-70.35314966597508
311.9999999998532,-70.35310765152528
312.02499999985315,-70.35306567544741
312.0499999998531,-70.3530237377231
312.0749999998531,-70.35298183833396
312.0999999998531,-70.35293997726161
312.12499999985306,-70.35289815448766
312.14999999985304,-70.35285636999372
312.174999999853,-70.35281462376138
312.199999999853,-70.35277291577225
312.22499999985297,-70.35273124600795
312.24999999985295,-70.35268961445006
312.2749999998529,-70.35264802108017
312.2999999998529,-70.3526064658799
312.3249999998529,-70.35256494883082
312.34999999985286,-70.35252346991453
312.37499999985283,-70.35248202911262
312.3999999998528,-70.35244062640666
312.4249999998528,-70.35239926177825
312.44999999985276,-70.35235793520894
312.47499999985274,-70.35231664668035
312.4999999998527,-70.35227539617402
312.5249999998527,-70.35223418367154
312.5499999998527,-70.35219300915448
312.57499999985265,-70.3521518726044
312.5999999998526,-70.35211077400285
312.6249999998526,-70.35206971333143
312.6499999998526,-70.35202869057169
312.67499999985256,-70.35198770570517
312.69999999985254,-70.35194675871344
312.7249999998525,-70.35190584957805
312.7499999998525,-70.35186497828055
312.77499999985247,-70.35182414480249
312.79999999985245,-70.35178334912543
312.8249999998524,-70.3517425912309
312.8499999998524,-70.35170187110045
312.8749999998524,-70.35166118871561
312.89999999985235,-70.35162054405794
312.92499999985233,-70.35157993710895
312.9499999998523,-70.3515393678502
312.9749999998523,-70.35149883626319
312.99999999985226,-70.35145834232947
313.02499999985224,-70.35141788603056
313.0499999998522,-70.35137746734799
313.0749999998522,-70.35133708626327
313.0999999998522,-70.35129674275794
313.12499999985215,-70.35125643681351
313.1499999998521,-70.3512161684115
313.1749999998521,-70.35117593753341
313.1999999998521,-70.35113574416076
313.22499999985206,-70.35109558827506
313.24999999985204,-70.35105546985781
313.274999999852,-70.35101538889053
313.299999999852,-70.35097534535471
313.32499999985197,-70.35093533923185
313.34999999985195,-70.35089537050347
313.3749999998519,-70.35085543915103
313.3999999998519,-70.35081554515605
313.4249999998519,-70.35077568850002
313.44999999985185,-70.35073586916442
313.47499999985183,-70.35069608713076
313.4999999998518,-70.35065634238049
313.5249999998518,-70.35061663489512
313.54999999985176,-70.35057696465613
313.57499999985174,-70.35053733164499
313.5999999998517,-70.35049773584319
313.6249999998517,-70.3504581772322
313.6499999998517,-70.35041865579349
313.67499999985165,-70.35037917150854
313.6999999998516,-70.3503397243588
313.7249999998516,-70.35030031432576
313.7499999998516,-70.35026094139087
313.77499999985156,-70.35022160553561
313.79999999985154,-70.35018230674142
313.8249999998515,-70.35014304498976
313.8499999998515,-70.3501038202621
313.87499999985147,-70.35006463253991
313.89999999985145,-70.35002548180461
313.9249999998514,-70.34998636803766
313.9499999998514,-70.34994729122053
313.9749999998514,-70.34990825133465
313.99999999985135,-70.34986924836147
314.02499999985133,-70.34983028228244
314.0499999998513,-70.34979135307898
314.0749999998513,-70.34975246073255
314.09999999985126,-70.34971360522457
314.12499999985124,-70.34967478653648
314.1499999998512,-70.34963600464974
314.1749999998512,-70.34959725954575
314.1999999998512,-70.34955855120594
314.22499999985115,-70.34951987961178
314.2499999998511,-70.34948124474464
314.2749999998511,-70.34944264658597
314.2999999998511,-70.3494040851172
314.32499999985106,-70.34936556031974
314.34999999985104,-70.34932707217502
314.374999999851,-70.34928862066442
314.399999999851,-70.3492502057694
314.42499999985097,-70.34921182747135
314.44999999985095,-70.34917348575169
314.4749999998509,-70.34913518059182
314.4999999998509,-70.34909691197315
314.5249999998509,-70.34905867987709
314.54999999985085,-70.34902048428503
314.57499999985083,-70.3489823251784
314.5999999998508,-70.34894420253858
314.6249999998508,-70.34890611634697
314.64999999985076,-70.34886806658496
314.67499999985074,-70.34883005323395
314.6999999998507,-70.34879207627534
314.7249999998507,-70.34875413569053
314.7499999998507,-70.34871623146088
314.77499999985065,-70.3486783635678
314.7999999998506,-70.34864053199267
314.8249999998506,-70.34860273671687
314.8499999998506,-70.34856497772178
314.87499999985056,-70.34852725498878
314.89999999985054,-70.34848956849926
314.9249999998505,-70.3484519182346
314.9499999998505,-70.34841430417616
314.97499999985047,-70.34837672630533
314.99999999985044,-70.34833918460347
315.0249999998504,-70.34830167905196
315.0499999998504,-70.34826420963215
315.0749999998504,-70.34822677632542
315.09999999985035,-70.34818937911314
315.12499999985033,-70.34815201797666
315.1499999998503,-70.34811469289735
315.1749999998503,-70.34807740385658
315.19999999985026,-70.34804015083569
315.22499999985024,-70.34800293381603
315.2499999998502,-70.34796575277899
315.2749999998502,-70.3479286077059
315.2999999998502,-70.34789149857811
315.32499999985015,-70.34785442537698
315.3499999998501,-70.34781738808385
315.3749999998501,-70.34778038668007
315.3999999998501,-70.34774342114699
315.42499999985006,-70.34770649146596
315.44999999985004,-70.3476695976183
315.47499999985,-70.34763273958538
315.49999999985,-70.34759591734851
315.52499999984997,-70.34755913088905
315.54999999984994,-70.34752238018832
315.5749999998499,-70.34748566522767
315.5999999998499,-70.34744898598841
315.6249999998499,-70.34741234245189
315.64999999984985,-70.34737573459944
315.67499999984983,-70.34733916241238
315.6999999998498,-70.34730262587205
315.7249999998498,-70.34726612495976
315.74999999984976,-70.34722965965683
315.77499999984974,-70.34719322994461
315.7999999998497,-70.34715683580438
315.8249999998497,-70.3471204772175
315.8499999998497,-70.34708415416527
315.87499999984965,-70.347047866629
315.8999999998496,-70.34701161459
315.9249999998496,-70.34697539802961
315.9499999998496,-70.34693921692913
315.97499999984956,-70.34690307126985
315.99999999984954,-70.3468669610331
316.0249999998495,-70.34683088620018
